source,target,weight
4556,1532,3
4556,1587,2
4556,1590,1
4556,1650,1
4556,1715,1
4556,1784,1
4556,2024,2
4556,2233,2
4556,2384,5
4556,2481,1
4556,2669,1
4556,2672,1
4556,2807,1
4556,2841,2
4556,3077,1
4556,3106,3
4556,3324,1
4556,3356,1
4556,3380,5
4556,3402,1
4556,3537,1
4556,3568,1
4556,3621,1
4556,3641,1
4556,3701,1
4556,3736,1
4556,3811,2
4556,3898,2
4556,4040,3
4556,4231,1
4556,4241,1
4556,4312,1
4556,4362,1
4556,4416,1
4556,4423,1
4556,4433,1
4556,4556,74
4556,4600,1
4556,4658,2
4556,4692,1
4556,4720,2
4556,4854,1
4556,4923,1
4556,4953,4
4556,5229,2
4556,5267,4
4556,5301,1
4556,5312,1
4556,5387,1
4556,5450,2
4556,5534,1
4556,5572,2
4556,5585,1
4556,5627,1
4556,5690,1
4556,5709,1
4556,5952,1
4556,6015,2
4556,6094,7
4556,6101,2
4556,6129,1
4556,6153,1
4556,6183,1
4556,6355,2
4556,6531,1
4556,6791,1
4556,6976,2
4556,6979,1
4556,7144,1
4556,7193,1
4556,7709,2
4556,7743,1
4556,8008,2
4556,8176,1
4556,8676,1
4556,8776,2
4556,8977,1
4556,9062,2
4556,9072,1
4556,9586,2
4556,9924,1
4556,10035,1
4556,10095,1
4556,10446,2
4556,10718,1
4556,10909,2
4556,11142,1
4556,11395,1
4556,12107,1
4556,12192,1
4556,13753,1
4556,13809,2
4556,14497,3
4556,17353,1
4556,17476,1
4556,20242,2
4556,20302,1
4556,21575,1
4556,22714,1
4556,35575,1
4558,297,2
4558,398,1
4558,405,1
4558,454,1
4558,934,1
4558,942,1
4558,979,1
4558,1061,1
4558,1073,1
4558,1459,2
4558,1464,1
4558,1532,1
4558,1539,1
4558,1540,1
4558,1587,1
4558,1946,1
4558,2192,1
4558,2386,1
4558,2391,1
4558,2578,1
4558,2807,1
4558,3040,1
4558,3401,3
4558,3448,1
4558,3684,1
4558,3723,1
4558,4042,1
4558,4194,2
4558,4281,1
4558,4558,11
4558,4721,1
4558,5627,1
4558,6094,2
4558,6531,1
4558,6950,1
4558,7086,1
4558,7743,1
4558,8103,2
4558,8733,1
4558,8977,1
4558,10035,2
4558,10839,1
4558,10909,1
4558,10918,1
4558,11828,1
4558,12757,1
4558,12823,1
4558,15980,1
4558,16959,3
4572,83,1
4572,290,1
4572,380,1
4572,394,1
4572,509,1
4572,613,1
4572,788,1
4572,828,1
4572,1095,1
4572,1106,1
4572,1459,1
4572,1557,1
4572,1587,1
4572,1703,1
4572,1847,1
4572,2051,1
4572,2290,1
4572,2612,1
4572,2678,1
4572,2837,1
4572,3233,1
4572,3787,1
4572,3896,1
4572,4054,1
4572,4345,1
4572,4362,1
4572,4572,9
4572,4707,1
4572,4890,1
4572,5082,2
4572,5181,1
4572,6094,3
4572,8103,1
4572,9534,1
4572,10446,1
4572,10849,1
4572,11142,1
4572,11262,1
4572,11521,1
4572,12617,2
4572,12653,1
4572,13441,1
4572,14361,1
4572,14806,1
4572,17913,1
4572,18589,2
4572,21202,1
4572,22073,1
4572,26801,1
4572,27398,1
4572,35353,1
4572,36572,1
4580,262,1
4580,290,2
4580,297,1
4580,348,1
4580,406,1
4580,619,1
4580,935,1
4580,955,1
4580,1028,1
4580,1098,1
4580,1121,4
4580,1149,1
4580,1193,1
4580,1593,1
4580,1612,1
4580,2013,1
4580,2051,1
4580,2082,1
4580,2233,3
4580,2264,1
4580,2294,2
4580,2384,1
4580,2672,2
4580,2807,1
4580,3027,1
4580,3106,1
4580,3356,3
4580,3448,1
4580,3545,1
4580,3684,1
4580,3723,2
4580,4580,17
4580,4814,1
4580,5407,2
4580,5873,2
4580,6094,2
4580,8212,1
4580,8430,1
4580,9025,3
4580,9199,1
4580,10698,1
4580,13886,2
4580,14324,1
4580,16321,1
4580,19029,1
4580,44243,1
4580,73942,1
4594,121,1
4594,290,1
4594,431,1
4594,1004,1
4594,2051,1
4594,3684,1
4594,4594,6
4594,4721,2
4594,5031,1
4594,6794,1
4594,10819,2
4594,13475,1
4594,13694,1
4600,1,1
4600,25,1
4600,45,1
4600,51,1
4600,1320,2
4600,1450,1
4600,1574,1
4600,1587,2
4600,1946,3
4600,2000,1
4600,2011,1
4600,3106,1
4600,3121,1
4600,3462,1
4600,3609,1
4600,3711,1
4600,3811,1
4600,4086,1
4600,4281,1
4600,4600,22
4600,4642,2
4600,4721,1
4600,5753,1
4600,5810,3
4600,5917,2
4600,6085,4
4600,6096,1
4600,6101,1
4600,6794,1
4600,7311,2
4600,8133,1
4600,8246,1
4600,8719,1
4600,9062,1
4600,9716,1
4600,10227,1
4600,10290,1
4600,10446,1
4600,10632,1
4600,10898,1
4600,12466,1
4600,14024,1
4600,14175,1
4600,14324,1
4600,14340,1
4600,18943,1
4606,290,1
4606,353,2
4606,1590,1
4606,4606,9
4606,4661,1
4614,763,2
4614,935,1
4614,1593,1
4614,2024,1
4614,2330,1
4614,3710,5
4614,4231,1
4614,4614,5
4614,4842,1
4614,6936,1
4614,7460,1
4614,8799,1
4614,9163,1
4614,10333,1
4614,10909,1
4614,12640,1
4614,17498,1
4614,26077,1
4619,586,1
4619,1392,1
4619,3969,1
4619,4619,3
4619,6666,1
4621,2349,1
4621,3556,1
4621,3701,1
4621,4144,1
4621,4621,6
4621,14493,1
4622,250,1
4622,394,3
4622,434,1
4622,1059,1
4622,1573,1
4622,1587,1
4622,1832,1
4622,2530,2
4622,4231,1
4622,4362,1
4622,4622,8
4622,4721,1
4622,4953,1
4622,5627,1
4622,5743,4
4622,6031,1
4622,7956,1
4622,9928,2
4622,11142,1
4622,11395,3
4622,11705,1
4622,13972,1
4622,15629,1
4626,1096,1
4626,1131,3
4626,1168,1
4626,4626,5
4639,45,1
4639,65,2
4639,78,3
4639,83,1
4639,102,2
4639,121,2
4639,184,1
4639,284,1
4639,290,3
4639,297,2
4639,299,1
4639,317,4
4639,318,1
4639,344,1
4639,360,2
4639,391,1
4639,430,1
4639,431,3
4639,473,1
4639,582,3
4639,622,1
4639,683,2
4639,798,1
4639,828,1
4639,930,1
4639,1046,1
4639,1149,1
4639,1238,1
4639,1261,1
4639,1310,1
4639,1345,3
4639,1378,1
4639,1384,2
4639,1409,1
4639,1459,1
4639,1465,1
4639,1481,1
4639,1708,1
4639,1778,1
4639,1851,1
4639,1946,1
4639,1985,1
4639,2039,1
4639,2191,1
4639,2290,1
4639,2575,1
4639,2623,1
4639,2672,1
4639,2720,1
4639,2874,1
4639,3545,1
4639,3621,1
4639,3634,2
4639,3664,1
4639,3927,2
4639,3931,1
4639,3992,1
4639,4042,2
4639,4183,1
4639,4428,1
4639,4558,1
4639,4639,30
4639,4649,1
4639,4653,1
4639,4721,1
4639,4910,1
4639,4923,1
4639,5010,1
4639,5069,1
4639,5263,1
4639,5301,1
4639,5484,1
4639,5659,1
4639,5690,3
4639,5753,3
4639,5810,1
4639,6129,1
4639,6545,1
4639,6646,1
4639,6936,2
4639,6950,1
4639,7206,1
4639,7307,1
4639,7721,2
4639,8032,3
4639,8363,1
4639,9928,1
4639,10696,1
4639,10819,1
4639,11002,1
4639,11142,5
4639,11394,1
4639,11765,2
4639,12310,1
4639,12517,1
4639,13265,1
4639,13268,2
4639,13441,1
4639,15155,1
4639,16767,1
4639,16943,1
4639,18050,3
4639,18060,6
4639,18238,1
4639,19475,1
4639,21095,1
4639,21123,1
4639,21684,1
4639,22189,2
4639,23408,1
4639,23571,1
4639,23993,1
4642,3,1
4642,142,1
4642,290,5
4642,1261,2
4642,1946,1
4642,2233,2
4642,2575,1
4642,2823,2
4642,2954,1
4642,3195,1
4642,3993,1
4642,4183,1
4642,4213,1
4642,4250,1
4642,4298,1
4642,4600,1
4642,4642,19
4642,5010,1
4642,6269,1
4642,6751,1
4642,6950,3
4642,7934,1
4642,10007,1
4642,10819,1
4642,11504,1
4642,44243,1
4649,49,1
4649,66,1
4649,250,4
4649,344,4
4649,360,2
4649,425,1
4649,919,1
4649,1345,1
4649,1465,1
4649,1587,1
4649,1784,1
4649,2356,1
4649,3891,1
4649,4194,1
4649,4362,2
4649,4649,18
4649,4991,1
4649,7460,2
4649,8032,1
4649,8932,1
4649,10086,1
4649,11540,2
4649,11546,1
4649,12156,1
4649,12310,3
4649,14447,2
4649,20302,2
4649,21684,1
4653,66,2
4653,121,2
4653,297,1
4653,370,3
4653,398,1
4653,416,1
4653,460,1
4653,788,1
4653,801,1
4653,1046,1
4653,1238,1
4653,1355,1
4653,1384,1
4653,1409,1
4653,1528,1
4653,1594,1
4653,2095,1
4653,2260,1
4653,2381,1
4653,2530,3
4653,3380,1
4653,3513,1
4653,3545,5
4653,3927,3
4653,3945,1
4653,3992,1
4653,4008,1
4653,4149,3
4653,4231,17
4653,4399,1
4653,4477,2
4653,4494,2
4653,4653,25
4653,4692,1
4653,4716,1
4653,4721,2
4653,4794,1
4653,5301,1
4653,5952,4
4653,6451,1
4653,6486,1
4653,6545,1
4653,6950,1
4653,7614,1
4653,7776,1
4653,9246,1
4653,10106,1
4653,11072,1
4653,11142,1
4653,12301,2
4653,12858,1
4653,14744,1
4653,19475,1
4653,23935,1
4658,27,1
4658,45,2
4658,51,2
4658,121,1
4658,143,1
4658,250,1
4658,297,1
4658,321,4
4658,346,1
4658,394,2
4658,454,5
4658,461,1
4658,577,3
4658,730,1
4658,750,1
4658,807,1
4658,828,1
4658,934,3
4658,935,3
4658,955,4
4658,956,1
4658,972,1
4658,1028,1
4658,1131,1
4658,1171,1
4658,1176,1
4658,1233,2
4658,1246,1
4658,1306,1
4658,1392,1
4658,1407,4
4658,1441,1
4658,1459,5
4658,1483,1
4658,1532,1
4658,1590,1
4658,1593,1
4658,1715,1
4658,1888,1
4658,2051,1
4658,2158,1
4658,2233,1
4658,2264,2
4658,2294,1
4658,2384,1
4658,2481,1
4658,2530,1
4658,2554,5
4658,2620,1
4658,2641,2
4658,2644,1
4658,2672,1
4658,2807,1
4658,2811,1
4658,2883,2
4658,3032,1
4658,3106,1
4658,3124,1
4658,3356,1
4658,3376,1
4658,3401,2
4658,3546,3
4658,3609,2
4658,3621,2
4658,3647,1
4658,3684,2
4658,3811,1
4658,3818,1
4658,3874,1
4658,3919,1
4658,3922,1
4658,3958,1
4658,4040,1
4658,4053,1
4658,4100,4
4658,4231,4
4658,4241,2
4658,4312,2
4658,4354,1
4658,4401,1
4658,4556,4
4658,4626,1
4658,4658,16
4658,4672,1
4658,4721,1
4658,4747,1
4658,4790,1
4658,4953,3
4658,5002,1
4658,5217,2
4658,5484,5
4658,5583,2
4658,5743,1
4658,5869,1
4658,5963,2
4658,5970,1
4658,6094,2
4658,6101,2
4658,6153,1
4658,6316,2
4658,6400,3
4658,6414,1
4658,6545,1
4658,6791,2
4658,6882,2
4658,7002,1
4658,7079,1
4658,7086,1
4658,7206,3
4658,7655,3
4658,7732,1
4658,8008,5
4658,8134,1
4658,8430,1
4658,8552,1
4658,8676,1
4658,9199,2
4658,9840,1
4658,10059,3
4658,10335,1
4658,10696,1
4658,10773,1
4658,11016,1
4658,11142,1
4658,12337,1
4658,13825,2
4659,66,1
4659,83,1
4659,121,3
4659,519,1
4659,913,1
4659,919,2
4659,1345,1
4659,1841,1
4659,1887,2
4659,2095,1
4659,2191,1
4659,2348,1
4659,2356,3
4659,2837,1
4659,2841,3
4659,4048,1
4659,4428,3
4659,4659,21
4659,4910,2
4659,5323,1
4659,6013,2
4659,8320,1
4659,8363,1
4659,10366,1
4659,11786,1
4659,13552,1
4659,16857,2
4659,18060,1
4659,18183,1
4659,27701,2
4659,33841,2
4659,36285,1
4660,3160,3
4660,4660,8
4660,4959,2
4660,6137,1
4661,238,3
4661,431,1
4661,935,1
4661,955,1
4661,979,2
4661,1047,1
4661,1106,1
4661,1131,4
4661,1256,1
4661,1302,1
4661,1305,1
4661,1532,1
4661,1590,1
4661,1783,4
4661,1985,1
4661,2011,2
4661,2389,1
4661,2530,3
4661,2642,4
4661,2893,2
4661,2944,1
4661,2968,1
4661,3160,1
4661,3248,1
4661,3401,2
4661,3711,1
4661,3723,1
4661,3818,3
4661,4250,2
4661,4362,1
4661,4556,3
4661,4606,2
4661,4658,4
4661,4661,57
4661,4923,5
4661,5072,2
4661,5091,1
4661,5378,1
4661,5784,2
4661,5787,1
4661,5810,5
4661,5873,3
4661,6094,3
4661,6316,6
4661,6400,4
4661,6886,1
4661,7335,1
4661,7626,1
4661,7813,2
4661,7842,5
4661,7967,1
4661,7982,1
4661,8146,1
4661,8676,2
4661,8799,5
4661,8977,2
4661,9025,6
4661,9072,1
4661,9564,3
4661,9716,3
4661,9850,2
4661,10227,5
4661,10265,2
4661,10632,2
4661,10701,1
4661,10898,3
4661,10920,3
4661,11011,4
4661,11054,3
4661,11142,9
4661,11260,1
4661,11552,1
4661,11727,1
4661,11768,8
4661,11771,1
4661,11885,3
4661,11966,2
4661,12088,1
4661,12120,1
4661,12337,2
4661,12418,8
4661,12481,3
4661,12482,1
4661,12518,1
4661,12705,1
4661,12734,1
4661,12772,3
4661,13277,1
4661,13400,4
4661,13625,1
4661,13650,2
4661,13809,1
4661,13825,2
4661,14251,1
4661,14324,2
4661,14436,1
4661,14551,1
4661,15192,8
4661,15385,1
4661,17883,1
4661,19399,1
4661,19520,4
4661,20692,1
4661,20886,1
4661,35357,1
4672,290,1
4672,416,1
4672,586,1
4672,766,1
4672,1149,2
4672,1409,1
4672,1587,1
4672,3032,1
4672,4672,3
4672,5513,1
4672,6094,1
4673,454,2
4673,1059,1
4673,3983,2
4673,4673,4
4673,4832,1
4673,7710,3
4673,10194,1
4676,4213,1
4676,4676,3
4676,23571,1
4677,2233,1
4677,2294,2
4677,4040,1
4677,4677,12
4677,8769,1
4678,78,2
4678,143,1
4678,462,1
4678,979,1
4678,1532,1
4678,1547,2
4678,2233,1
4678,2294,1
4678,3032,2
4678,3199,1
4678,3637,1
4678,3684,1
4678,3701,2
4678,3818,1
4678,3909,3
4678,3948,1
4678,4231,1
4678,4362,1
4678,4678,5
4678,5371,1
4678,5372,1
4678,5566,1
4678,5609,1
4678,5952,1
4678,6101,1
4678,6269,1
4678,6270,1
4678,6316,1
4678,6357,1
4678,6872,1
4678,7311,3
4678,7538,1
4678,7934,1
4678,8755,2
4678,8789,1
4678,9534,1
4678,10779,1
4678,12088,1
4678,12664,1
4678,16578,1
4685,430,2
4685,434,1
4685,1149,3
4685,1384,3
4685,2290,2
4685,2481,2
4685,2666,1
4685,2874,2
4685,3199,1
4685,3238,1
4685,3680,1
4685,4685,1
4685,4701,2
4685,5309,1
4685,5513,1
4685,7313,1
4685,7460,1
4685,10909,1
4685,11926,1
4685,12832,1
4685,14013,1
4685,14450,1
4685,36285,1
4690,2095,3
4690,2841,1
4690,3521,6
4690,4245,1
4690,4690,13
4690,5301,2
4690,5656,2
4690,6849,1
4690,7666,2
4690,9502,3
4690,10076,2
4690,12914,1
4690,16040,1
4690,22337,1
4690,26935,1
4692,454,1
4692,1004,1
4692,1149,1
4692,1176,1
4692,1384,1
4692,1536,1
4692,2233,1
4692,3154,1
4692,3537,3
4692,4362,2
4692,4692,20
4692,5281,1
4692,5768,1
4692,6089,1
4696,45,2
4696,297,2
4696,317,3
4696,344,2
4696,370,2
4696,440,1
4696,450,2
4696,828,1
4696,943,2
4696,1465,1
4696,1573,6
4696,1648,1
4696,2234,2
4696,2349,2
4696,2938,2
4696,3709,1
4696,3711,3
4696,4696,8
4696,5371,1
4696,5575,2
4696,5690,1
4696,5869,1
4696,6205,1
4696,6871,2
4696,9871,1
4696,11266,1
4696,11286,1
4696,14013,1
4696,15934,1
4696,16031,6
4696,17896,1
4696,21123,2
4696,24637,1
4701,45,1
4701,135,1
4701,437,1
4701,450,1
4701,1106,1
4701,1149,2
4701,1409,1
4701,1532,1
4701,1606,1
4701,1946,1
4701,2024,1
4701,2384,1
4701,2554,1
4701,2857,1
4701,2893,1
4701,2926,2
4701,3684,1
4701,3811,2
4701,3996,1
4701,4298,1
4701,4351,1
4701,4701,20
4701,5094,1
4701,5372,1
4701,5609,1
4701,5627,1
4701,5869,1
4701,6316,1
4701,6514,1
4701,6545,1
4701,10194,1
4701,10366,2
4701,10400,2
4701,10503,4
4701,10632,1
4701,11260,1
4701,11395,1
4701,35416,3
4706,121,1
4706,297,1
4706,406,1
4706,454,2
4706,750,1
4706,766,1
4706,1049,1
4706,1121,1
4706,1149,2
4706,1532,1
4706,1587,4
4706,1826,1
4706,1851,1
4706,1946,5
4706,2000,2
4706,2233,1
4706,2234,1
4706,2290,1
4706,2701,1
4706,3040,1
4706,3380,5
4706,3859,1
4706,3926,1
4706,3993,1
4706,4053,1
4706,4279,1
4706,4362,1
4706,4423,3
4706,4528,1
4706,4706,49
4706,4721,1
4706,4783,1
4706,4915,1
4706,5017,1
4706,5072,1
4706,5756,1
4706,5849,1
4706,5963,1
4706,6031,1
4706,6085,6
4706,6514,3
4706,6647,1
4706,6789,1
4706,6856,1
4706,6976,5
4706,7269,2
4706,7607,1
4706,7743,2
4706,8176,3
4706,10251,2
4706,11142,1
4706,13809,1
4706,16862,1
4706,16989,3
4706,18128,1
4706,18583,2
4706,21684,1
4707,1,1
4707,4,1
4707,65,1
4707,66,2
4707,78,3
4707,83,1
4707,290,1
4707,297,3
4707,391,1
4707,416,1
4707,519,1
4707,750,1
4707,828,1
4707,943,1
4707,1231,1
4707,1409,2
4707,1587,1
4707,1939,1
4707,2575,1
4707,2625,1
4707,2807,1
4707,2906,1
4707,3040,1
4707,3314,1
4707,3521,1
4707,3822,1
4707,3891,4
4707,4002,2
4707,4008,1
4707,4707,25
4707,4790,2
4707,5094,1
4707,5259,1
4707,5323,1
4707,6205,1
4707,6646,1
4707,6976,1
4707,7460,1
4707,7762,1
4707,8552,1
4707,9062,1
4707,9617,4
4707,9947,1
4707,10076,1
4707,10280,1
4707,10696,1
4707,10909,1
4707,11056,1
4707,11570,1
4707,14181,1
4707,25309,1
4709,45,1
4709,416,1
4709,431,1
4709,802,1
4709,1102,1
4709,1409,1
4709,2622,1
4709,4709,10
4709,7031,1
4709,7460,1
4709,8382,1
4709,10194,1
4709,11142,1
4709,16857,1
4709,37021,1
4709,39742,1
4716,1,1
4716,1310,3
4716,1648,1
4716,1939,1
4716,2290,1
4716,2666,1
4716,3891,1
4716,4428,1
4716,4716,3
4716,5101,1
4716,5395,1
4716,10076,1
4716,11286,2
4716,33841,1
4720,3,1
4720,22,1
4720,51,2
4720,297,1
4720,317,2
4720,398,1
4720,450,1
4720,454,1
4720,556,1
4720,613,1
4720,622,1
4720,683,2
4720,935,1
4720,1004,1
4720,1050,1
4720,1061,2
4720,1106,2
4720,1162,1
4720,1358,2
4720,1441,1
4720,1450,7
4720,1459,1
4720,1483,1
4720,1492,1
4720,1587,1
4720,2290,1
4720,2384,1
4720,2865,1
4720,2893,1
4720,3324,1
4720,3332,1
4720,3402,6
4720,3621,1
4720,3641,1
4720,3684,3
4720,3755,1
4720,3811,2
4720,3948,1
4720,3958,1
4720,4087,2
4720,4129,1
4720,4177,1
4720,4423,1
4720,4556,1
4720,4672,1
4720,4720,29
4720,5094,1
4720,5585,1
4720,5730,1
4720,5756,1
4720,5952,1
4720,6043,1
4720,6094,11
4720,6101,1
4720,6316,8
4720,6698,1
4720,6794,1
4720,6976,2
4720,7333,1
4720,7399,2
4720,7442,2
4720,7458,1
4720,7732,1
4720,7772,3
4720,7934,2
4720,8430,2
4720,8719,1
4720,8737,2
4720,8799,1
4720,8843,2
4720,8991,2
4720,9068,1
4720,9617,1
4720,9716,2
4720,9896,3
4720,10052,1
4720,10059,1
4720,10194,1
4720,10265,2
4720,10365,1
4720,10446,6
4720,10503,2
4720,10718,1
4720,10909,2
4720,10980,1
4720,11054,2
4720,11081,1
4720,11142,6
4720,11143,1
4720,11286,2
4720,11570,2
4720,12178,3
4720,12310,1
4720,12481,1
4720,12610,1
4720,13552,2
4720,13566,1
4720,13694,1
4720,14830,3
4720,15493,2
4720,15516,2
4720,15684,1
4720,15837,1
4720,16007,3
4720,17035,1
4720,17489,1
4720,17591,1
4720,18263,1
4720,18693,1
4720,18760,2
4720,19520,1
4720,20302,2
4720,20729,1
4720,21522,1
4720,22094,2
4720,22714,3
4720,23509,1
4720,25510,1
4720,27365,2
4720,28016,3
4720,29783,4
4720,37021,1
4720,44243,1
4721,1,4
4721,2,1
4721,45,3
4721,51,9
4721,65,2
4721,66,3
4721,78,6
4721,83,5
4721,121,2
4721,184,2
4721,238,1
4721,284,1
4721,290,5
4721,297,5
4721,317,1
4721,321,1
4721,332,1
4721,344,1
4721,360,1
4721,370,2
4721,394,5
4721,430,1
4721,437,1
4721,447,1
4721,450,14
4721,451,1
4721,454,2
4721,460,1
4721,469,1
4721,473,1
4721,582,2
4721,622,1
4721,675,1
4721,745,2
4721,788,1
4721,802,3
4721,813,1
4721,828,8
4721,913,1
4721,916,1
4721,935,1
4721,1047,3
4721,1095,1
4721,1114,5
4721,1149,2
4721,1176,6
4721,1261,1
4721,1310,2
4721,1335,2
4721,1345,3
4721,1353,3
4721,1358,2
4721,1378,1
4721,1409,3
4721,1441,2
4721,1450,2
4721,1459,1
4721,1465,3
4721,1532,2
4721,1546,1
4721,1568,1
4721,1573,4
4721,1587,1
4721,1610,3
4721,1648,1
4721,1703,1
4721,1784,2
4721,1799,3
4721,1847,1
4721,1849,1
4721,1867,1
4721,1937,3
4721,1946,7
4721,1985,2
4721,2000,4
4721,2031,2
4721,2035,1
4721,2036,1
4721,2039,1
4721,2043,1
4721,2051,3
4721,2162,1
4721,2191,1
4721,2234,2
4721,2330,2
4721,2349,1
4721,2368,4
4721,2384,1
4721,2480,1
4721,2530,1
4721,2597,1
4721,2615,1
4721,2622,1
4721,2672,3
4721,2733,1
4721,2807,1
4721,2823,1
4721,2841,14
4721,2874,3
4721,2926,3
4721,3005,1
4721,3106,12
4721,3132,1
4721,3473,1
4721,3485,3
4721,3509,1
4721,3525,1
4721,3537,2
4721,3664,2
4721,3676,1
4721,3684,1
4721,3753,1
4721,3811,1
4721,3847,1
4721,3931,2
4721,3969,1
4721,3993,2
4721,4008,1
4721,4042,4
4721,4054,4
4721,4144,6
4721,4194,1
4721,4213,1
4721,4246,1
4721,4275,1
4721,4333,3
4721,4344,3
4721,4354,1
4721,4362,1
4721,4437,1
4721,4528,1
4721,4594,2
4721,4600,1
4721,4622,1
4721,4692,1
4721,4721,159
4721,4770,3
4721,4832,1
4721,4890,1
4721,4961,4
4721,4971,7
4721,5000,1
4721,5072,1
4721,5094,4
4721,5101,1
4721,5147,1
4721,5196,1
4721,5286,1
4721,5301,3
4721,5309,1
4721,5337,4
4721,5371,1
4721,5395,1
4721,5420,1
4721,5442,1
4721,5659,4
4721,5690,3
4721,5734,3
4721,5740,3
4721,5756,4
4721,5810,1
4721,5963,1
4721,6005,1
4721,6094,3
4721,6205,1
4721,6262,1
4721,6316,2
4721,6451,2
4721,6481,1
4721,7341,2
4721,7460,4
4721,7519,1
4721,7743,2
4721,8103,2
4721,8547,1
4721,8646,6
4721,8680,1
4721,8776,2
4721,8799,1
4721,8867,3
4721,9019,1
4721,9025,1
4721,9072,2
4721,9246,2
4721,9248,1
4721,9300,1
4721,9317,1
4721,9417,1
4721,9492,2
4721,9534,1
4721,9552,1
4721,9712,1
4721,9793,3
4721,9896,1
4721,10076,6
4721,10095,2
4721,10106,1
4721,10194,1
4721,10243,1
4721,10366,3
4721,10400,1
4721,10446,2
4721,10475,1
4721,10503,4
4721,10610,1
4721,10779,2
4721,10930,1
4721,11009,1
4721,11016,1
4721,11142,4
4721,11504,1
4721,11521,1
4721,11540,1
4721,11640,2
4721,11765,3
4721,11846,1
4721,12106,2
4721,12176,1
4721,12198,1
4721,12310,1
4721,12402,3
4721,12418,1
4721,12466,1
4721,12482,1
4721,12617,2
4721,12653,1
4721,13061,2
4721,13070,2
4721,13218,1
4721,13268,1
4721,13441,2
4721,13473,2
4721,13625,1
4721,13650,1
4721,13700,2
4721,13707,1
4721,13753,1
4721,13825,1
4721,14735,1
4721,14901,1
4721,15293,1
4721,15381,1
4721,15728,1
4721,16767,1
4721,16876,1
4721,17246,1
4721,17267,4
4721,18060,1
4721,18183,1
4721,18263,2
4721,20302,1
4721,21095,1
4721,21349,6
4721,21684,3
4721,22002,5
4721,22094,1
4721,23317,1
4721,23860,1
4721,23980,1
4721,25510,1
4721,26077,1
4721,27816,1
4721,27968,1
4721,35416,2
4721,35833,3
4745,93,1
4745,394,1
4745,750,1
4745,1017,1
4745,1353,1
4745,1532,1
4745,2000,1
4745,2349,1
4745,3684,1
4745,4144,1
4745,4354,1
4745,4367,2
4745,4745,6
4745,6789,1
4745,7206,1
4745,10698,1
4745,11081,1
4745,13694,1
4745,19475,1
4747,27,1
4747,675,1
4747,1384,1
4747,1464,1
4747,2720,1
4747,3557,1
4747,4556,1
4747,4558,1
4747,4747,1
4747,4782,1
4747,7079,1
4747,35575,1
4753,1464,1
4753,1724,1
4753,1946,7
4753,2000,4
4753,2841,1
4753,3859,1
4753,3902,1
4753,4753,15
4753,4903,2
4753,6647,1
4753,6794,2
4753,6942,1
4753,7206,2
4753,7521,3
4753,8799,1
4753,13059,1
4753,22002,1
4757,2,1
4757,290,2
4757,1310,4
4757,2024,1
4757,2266,2
4757,2344,2
4757,2641,1
4757,3737,1
4757,4106,1
4757,4757,6
4757,4800,1
4757,5373,2
4757,11847,2
4758,1119,2
4758,2290,2
4758,3376,1
4758,4758,4
4758,12922,1
4760,51,1
4760,1463,1
4760,1532,2
4760,1573,1
4760,1622,1
4760,4721,1
4760,4760,11
4760,6153,1
4760,6666,1
4760,9417,1
4760,10366,1
4760,11142,1
4760,12486,1
4760,13700,1
4760,17812,1
4760,20787,1
4763,717,1
4763,2841,2
4763,3545,2
4763,3891,1
4763,4149,1
4763,4231,1
4763,4763,9
4763,5081,1
4763,5309,1
4763,9928,1
4763,10366,1
4763,16046,1
4763,17812,2
4767,49,1
4767,1384,2
4767,1587,1
4767,1832,2
4767,2011,1
4767,2191,1
4767,2381,1
4767,2701,1
4767,4291,2
4767,4690,1
4767,4767,23
4767,4872,1
4767,5831,1
4767,6415,1
4767,6753,2
4767,6849,3
4767,8799,1
4767,8891,2
4767,9842,2
4767,9891,1
4767,10400,18
4767,10481,1
4767,10701,1
4767,14744,3
4767,17456,1
4767,19172,1
4767,22049,1
4770,4770,1
4782,78,1
4782,290,1
4782,343,1
4782,362,1
4782,1573,1
4782,4782,14
4782,5094,1
4782,5420,1
4782,5963,1
4782,6566,2
4782,35416,1
4783,290,1
4783,454,1
4783,2060,1
4783,2508,3
4783,2757,1
4783,3272,1
4783,3473,1
4783,3969,2
4783,4642,2
4783,4706,1
4783,4783,3
4783,6129,1
4783,6172,1
4790,1,4
4790,2,1
4790,7,6
4790,49,1
4790,66,6
4790,83,2
4790,100,1
4790,121,2
4790,297,1
4790,344,3
4790,360,1
4790,361,1
4790,362,1
4790,370,1
4790,391,6
4790,398,1
4790,421,1
4790,431,1
4790,437,1
4790,450,3
4790,473,1
4790,519,1
4790,605,1
4790,750,2
4790,766,1
4790,788,2
4790,943,1
4790,1084,2
4790,1114,4
4790,1121,1
4790,1149,2
4790,1231,1
4790,1310,1
4790,1320,1
4790,1353,2
4790,1355,2
4790,1358,1
4790,1384,1
4790,1474,2
4790,1532,1
4790,1587,1
4790,1593,1
4790,1622,1
4790,1657,1
4790,1688,1
4790,1703,2
4790,1877,2
4790,1888,1
4790,1916,1
4790,1985,2
4790,2008,1
4790,2035,1
4790,2036,1
4790,2039,2
4790,2083,7
4790,2095,1
4790,2106,1
4790,2147,1
4790,2189,2
4790,2191,10
4790,2234,6
4790,2260,1
4790,2348,1
4790,2349,1
